
	loop:1, bump:0, step:1, totalValence:-2, surprise:0, bigValence:-2, compositeCount:0
loop:393, bump:27, step:568, totalValence:-386, surprise:0, bigValence:4, compositeCount:688
loop:394, bump:27, step:569, totalValence:-388, surprise:0, bigValence:-2, compositeCount:688
loop:395, bump:27, step:570, totalValence:-389, surprise:0, bigValence:0, compositeCount:688
loop:395, bump:27, step:571, totalValence:-392, surprise:0, bigValence:0, compositeCount:688
loop:395, bump:27, step:572, totalValence:-387, surprise:0, bigValence:0, compositeCount:688
loop:395, bump:27, step:573, totalValence:-388, surprise:0, bigValence:0, compositeCount:688
loop:395, bump:27, step:574, totalValence:-383, surprise:0, bigValence:5, compositeCount:688
loop:396, bump:27, step:575, totalValence:-385, surprise:0, bigValence:-2, compositeCount:690
loop:397, bump:27, step:576, totalValence:-386, surprise:0, bigValence:0, compositeCount:690
loop:397, bump:27, step:577, totalValence:-389, surprise:0, bigValence:0, compositeCount:690
loop:397, bump:27, step:578, totalValence:-384, surprise:0, bigValence:0, compositeCount:690
loop:397, bump:27, step:579, totalValence:-386, surprise:0, bigValence:-1, compositeCount:690
loop:398, bump:27, step:580, totalValence:-387, surprise:0, bigValence:-1, compositeCount:690
loop:399, bump:27, step:581, totalValence:-390, surprise:0, bigValence:0, compositeCount:690
loop:399, bump:27, step:582, totalValence:-391, surprise:0, bigValence:0, compositeCount:690
loop:399, bump:27, step:583, totalValence:-386, surprise:0, bigValence:1, compositeCount:690
loop:400, bump:27, step:584, totalValence:-388, surprise:0, bigValence:-2, compositeCount:690
loop:401, bump:27, step:585, totalValence:-389, surprise:0, bigValence:0, compositeCount:690
loop:401, bump:27, step:586, totalValence:-392, surprise:0, bigValence:0, compositeCount:690
loop:401, bump:27, step:587, totalValence:-387, surprise:0, bigValence:0, compositeCount:690
loop:401, bump:27, step:588, totalValence:-388, surprise:0, bigValence:0, compositeCount:690
loop:401, bump:27, step:589, totalValence:-383, surprise:0, bigValence:5, compositeCount:690
loop:402, bump:27, step:590, totalValence:-385, surprise:0, bigValence:-2, compositeCount:690
loop:403, bump:27, step:591, totalValence:-386, surprise:0, bigValence:0, compositeCount:690
loop:403, bump:27, step:592, totalValence:-389, surprise:0, bigValence:0, compositeCount:690
loop:403, bump:27, step:593, totalValence:-384, surprise:0, bigValence:0, compositeCount:690
loop:403, bump:27, step:594, totalValence:-385, surprise:0, bigValence:0, compositeCount:690
loop:403, bump:27, step:595, totalValence:-380, surprise:0, bigValence:5, compositeCount:690
loop:404, bump:27, step:596, totalValence:-381, surprise:0, bigValence:0, compositeCount:690
loop:404, bump:27, step:597, totalValence:-376, surprise:0, bigValence:4, compositeCount:690
loop:405, bump:27, step:598, totalValence:-377, surprise:0, bigValence:-1, compositeCount:693
loop:406, bump:27, step:599, totalValence:-380, surprise:0, bigValence:0, compositeCount:693
loop:406, bump:27, step:600, totalValence:-375, surprise:0, bigValence:0, compositeCount:693
loop:406, bump:27, step:601, totalValence:-376, surprise:0, bigValence:0, compositeCount:693
loop:406, bump:27, step:602, totalValence:-371, surprise:0, bigValence:6, compositeCount:695
loop:407, bump:27, step:603, totalValence:-372, surprise:0, bigValence:0, compositeCount:695
loop:407, bump:27, step:604, totalValence:-367, surprise:0, bigValence:4, compositeCount:695
loop:408, bump:27, step:605, totalValence:-368, surprise:0, bigValence:-1, compositeCount:697
loop:409, bump:27, step:606, totalValence:-371, surprise:0, bigValence:0, compositeCount:697
loop:409, bump:27, step:607, totalValence:-366, surprise:0, bigValence:0, compositeCount:697
loop:409, bump:27, step:608, totalValence:-367, surprise:0, bigValence:0, compositeCount:697
loop:409, bump:27, step:609, totalValence:-362, surprise:0, bigValence:6, compositeCount:697
loop:410, bump:27, step:610, totalValence:-364, surprise:0, bigValence:-2, compositeCount:697
loop:411, bump:27, step:611, totalValence:-365, surprise:0, bigValence:0, compositeCount:697
loop:411, bump:27, step:612, totalValence:-368, surprise:0, bigValence:0, compositeCount:697
loop:411, bump:27, step:613, totalValence:-363, surprise:0, bigValence:0, compositeCount:697
loop:411, bump:27, step:614, totalValence:-365, surprise:0, bigValence:-1, compositeCount:699
loop:412, bump:27, step:615, totalValence:-368, surprise:0, bigValence:0, compositeCount:699
loop:412, bump:27, step:616, totalValence:-369, surprise:0, bigValence:0, compositeCount:699
loop:412, bump:27, step:617, totalValence:-364, surprise:0, bigValence:1, compositeCount:701
loop:413, bump:27, step:618, totalValence:-366, surprise:0, bigValence:-2, compositeCount:703
loop:414, bump:27, step:619, totalValence:-367, surprise:0, bigValence:0, compositeCount:703
loop:414, bump:27, step:620, totalValence:-370, surprise:0, bigValence:0, compositeCount:703
loop:414, bump:27, step:621, totalValence:-365, surprise:0, bigValence:0, compositeCount:703
loop:414, bump:27, step:622, totalValence:-366, surprise:0, bigValence:0, compositeCount:703
loop:414, bump:27, step:623, totalValence:-361, surprise:0, bigValence:5, compositeCount:703
loop:415, bump:27, step:624, totalValence:-363, surprise:0, bigValence:-2, compositeCount:703
loop:416, bump:27, step:625, totalValence:-364, surprise:0, bigValence:0, compositeCount:703
loop:416, bump:27, step:626, totalValence:-367, surprise:0, bigValence:0, compositeCount:703
loop:416, bump:27, step:627, totalValence:-362, surprise:0, bigValence:0, compositeCount:703
loop:416, bump:27, step:628, totalValence:-363, surprise:0, bigValence:0, compositeCount:703
loop:416, bump:27, step:629, totalValence:-358, surprise:0, bigValence:5, compositeCount:703
loop:417, bump:27, step:630, totalValence:-359, surprise:0, bigValence:0, compositeCount:703
loop:417, bump:27, step:631, totalValence:-354, surprise:0, bigValence:4, compositeCount:703
loop:418, bump:27, step:632, totalValence:-355, surprise:0, bigValence:0, compositeCount:703
loop:418, bump:27, step:633, totalValence:-358, surprise:0, bigValence:0, compositeCount:703
loop:418, bump:27, step:634, totalValence:-353, surprise:0, bigValence:0, compositeCount:703
loop:418, bump:27, step:635, totalValence:-354, surprise:0, bigValence:0, compositeCount:703
loop:418, bump:27, step:636, totalValence:-349, surprise:0, bigValence:5, compositeCount:705
loop:419, bump:27, step:637, totalValence:-350, surprise:0, bigValence:0, compositeCount:705
loop:419, bump:27, step:638, totalValence:-345, surprise:0, bigValence:4, compositeCount:707
loop:420, bump:27, step:639, totalValence:-346, surprise:0, bigValence:0, compositeCount:707
loop:420, bump:27, step:640, totalValence:-349, surprise:0, bigValence:0, compositeCount:707
loop:420, bump:27, step:641, totalValence:-344, surprise:0, bigValence:0, compositeCount:707
loop:420, bump:27, step:642, totalValence:-345, surprise:0, bigValence:0, compositeCount:707
loop:420, bump:27, step:643, totalValence:-340, surprise:0, bigValence:5, compositeCount:707
loop:421, bump:27, step:644, totalValence:-342, surprise:0, bigValence:-2, compositeCount:709
loop:422, bump:27, step:645, totalValence:-343, surprise:0, bigValence:0, compositeCount:709
loop:422, bump:27, step:646, totalValence:-346, surprise:0, bigValence:0, compositeCount:709
loop:422, bump:27, step:647, totalValence:-341, surprise:0, bigValence:0, compositeCount:709
loop:422, bump:27, step:648, totalValence:-343, surprise:0, bigValence:-1, compositeCount:709
loop:423, bump:27, step:649, totalValence:-346, surprise:0, bigValence:0, compositeCount:709
loop:423, bump:27, step:650, totalValence:-347, surprise:0, bigValence:0, compositeCount:709
loop:423, bump:27, step:651, totalValence:-342, surprise:0, bigValence:1, compositeCount:709
loop:424, bump:27, step:652, totalValence:-343, surprise:0, bigValence:0, compositeCount:709
loop:424, bump:27, step:653, totalValence:-346, surprise:0, bigValence:0, compositeCount:709
loop:424, bump:27, step:654, totalValence:-341, surprise:0, bigValence:0, compositeCount:709
loop:424, bump:27, step:655, totalValence:-342, surprise:0, bigValence:0, compositeCount:709
loop:424, bump:27, step:656, totalValence:-337, surprise:0, bigValence:5, compositeCount:711
loop:425, bump:27, step:657, totalValence:-339, surprise:0, bigValence:-2, compositeCount:713
loop:426, bump:27, step:658, totalValence:-340, surprise:0, bigValence:0, compositeCount:713
loop:426, bump:27, step:659, totalValence:-343, surprise:0, bigValence:0, compositeCount:713
loop:426, bump:27, step:660, totalValence:-338, surprise:0, bigValence:0, compositeCount:713
loop:426, bump:27, step:661, totalValence:-339, surprise:0, bigValence:0, compositeCount:713
loop:426, bump:27, step:662, totalValence:-334, surprise:0, bigValence:5, compositeCount:713
loop:427, bump:27, step:663, totalValence:-335, surprise:0, bigValence:0, compositeCount:713
loop:427, bump:27, step:664, totalValence:-330, surprise:0, bigValence:4, compositeCount:713
loop:428, bump:27, step:665, totalValence:-331, surprise:0, bigValence:0, compositeCount:713
loop:428, bump:27, step:666, totalValence:-334, surprise:0, bigValence:0, compositeCount:713
loop:428, bump:27, step:667, totalValence:-329, surprise:0, bigValence:0, compositeCount:713
loop:428, bump:27, step:668, totalValence:-330, surprise:0, bigValence:0, compositeCount:713
loop:428, bump:27, step:669, totalValence:-325, surprise:0, bigValence:5, compositeCount:713
loop:429, bump:27, step:670, totalValence:-326, surprise:0, bigValence:0, compositeCount:713
loop:429, bump:27, step:671, totalValence:-321, surprise:0, bigValence:4, compositeCount:713
loop:430, bump:27, step:672, totalValence:-322, surprise:0, bigValence:0, compositeCount:713
loop:430, bump:27, step:673, totalValence:-325, surprise:0, bigValence:0, compositeCount:713
loop:430, bump:27, step:674, totalValence:-320, surprise:0, bigValence:0, compositeCount:713
loop:430, bump:27, step:675, totalValence:-321, surprise:0, bigValence:0, compositeCount:713
loop:430, bump:27, step:676, totalValence:-316, surprise:0, bigValence:5, compositeCount:713
loop:431, bump:27, step:677, totalValence:-318, surprise:0, bigValence:-2, compositeCount:713
loop:432, bump:27, step:678, totalValence:-319, surprise:0, bigValence:0, compositeCount:713
loop:432, bump:27, step:679, totalValence:-322, surprise:0, bigValence:0, compositeCount:713
loop:432, bump:27, step:680, totalValence:-317, surprise:0, bigValence:0, compositeCount:713
loop:432, bump:27, step:681, totalValence:-319, surprise:0, bigValence:-1, compositeCount:713
loop:433, bump:27, step:682, totalValence:-322, surprise:0, bigValence:0, compositeCount:713
loop:433, bump:27, step:683, totalValence:-323, surprise:0, bigValence:0, compositeCount:713
loop:433, bump:27, step:684, totalValence:-318, surprise:0, bigValence:1, compositeCount:713
loop:434, bump:27, step:685, totalValence:-319, surprise:0, bigValence:0, compositeCount:713
loop:434, bump:27, step:686, totalValence:-322, surprise:0, bigValence:0, compositeCount:713
loop:434, bump:27, step:687, totalValence:-317, surprise:0, bigValence:0, compositeCount:713
loop:434, bump:27, step:688, totalValence:-318, surprise:0, bigValence:0, compositeCount:713
loop:434, bump:27, step:689, totalValence:-313, surprise:0, bigValence:5, compositeCount:713
loop:435, bump:27, step:690, totalValence:-315, surprise:0, bigValence:-2, compositeCount:713
loop:436, bump:27, step:691, totalValence:-316, surprise:0, bigValence:0, compositeCount:713
loop:436, bump:27, step:692, totalValence:-319, surprise:0, bigValence:0, compositeCount:713
loop:436, bump:27, step:693, totalValence:-314, surprise:0, bigValence:0, compositeCount:713
loop:436, bump:27, step:694, totalValence:-315, surprise:0, bigValence:0, compositeCount:713
loop:436, bump:27, step:695, totalValence:-310, surprise:0, bigValence:5, compositeCount:713
loop:437, bump:27, step:696, totalValence:-311, surprise:0, bigValence:0, compositeCount:713
loop:437, bump:27, step:697, totalValence:-306, surprise:0, bigValence:4, compositeCount:713
loop:438, bump:27, step:698, totalValence:-307, surprise:0, bigValence:0, compositeCount:713
loop:438, bump:27, step:699, totalValence:-310, surprise:0, bigValence:0, compositeCount:713
loop:438, bump:27, step:700, totalValence:-305, surprise:0, bigValence:0, compositeCount:713
loop:438, bump:27, step:701, totalValence:-306, surprise:0, bigValence:0, compositeCount:713
loop:438, bump:27, step:702, totalValence:-301, surprise:0, bigValence:5, compositeCount:713
loop:439, bump:27, step:703, totalValence:-302, surprise:0, bigValence:0, compositeCount:713
loop:439, bump:27, step:704, totalValence:-297, surprise:0, bigValence:4, compositeCount:713
loop:440, bump:27, step:705, totalValence:-298, surprise:0, bigValence:0, compositeCount:713
loop:440, bump:27, step:706, totalValence:-301, surprise:0, bigValence:0, compositeCount:713
loop:440, bump:27, step:707, totalValence:-296, surprise:0, bigValence:0, compositeCount:713
loop:440, bump:27, step:708, totalValence:-297, surprise:0, bigValence:0, compositeCount:713
loop:440, bump:27, step:709, totalValence:-292, surprise:0, bigValence:5, compositeCount:713
loop:441, bump:27, step:710, totalValence:-294, surprise:0, bigValence:-2, compositeCount:713
loop:442, bump:27, step:711, totalValence:-295, surprise:0, bigValence:0, compositeCount:713
loop:442, bump:27, step:712, totalValence:-298, surprise:0, bigValence:0, compositeCount:713
loop:442, bump:27, step:713, totalValence:-293, surprise:0, bigValence:0, compositeCount:713
loop:442, bump:27, step:714, totalValence:-295, surprise:0, bigValence:-1, compositeCount:713
loop:443, bump:27, step:715, totalValence:-298, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:716, totalValence:-299, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:717, totalValence:-294, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:718, totalValence:-295, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:719, totalValence:-298, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:720, totalValence:-293, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:721, totalValence:-294, surprise:0, bigValence:0, compositeCount:713
loop:443, bump:27, step:722, totalValence:-289, surprise:0, bigValence:6, compositeCount:715
loop:444, bump:27, step:723, totalValence:-291, surprise:0, bigValence:-2, compositeCount:717
loop:445, bump:27, step:724, totalValence:-292, surprise:0, bigValence:0, compositeCount:717
loop:445, bump:27, step:725, totalValence:-295, surprise:0, bigValence:0, compositeCount:717
loop:445, bump:27, step:726, totalValence:-290, surprise:0, bigValence:0, compositeCount:717
loop:445, bump:27, step:727, totalValence:-291, surprise:0, bigValence:0, compositeCount:717
loop:445, bump:27, step:728, totalValence:-286, surprise:0, bigValence:5, compositeCount:719
loop:446, bump:27, step:729, totalValence:-287, surprise:0, bigValence:0, compositeCount:719
loop:446, bump:27, step:730, totalValence:-282, surprise:0, bigValence:4, compositeCount:719
loop:447, bump:27, step:731, totalValence:-283, surprise:0, bigValence:0, compositeCount:719
loop:447, bump:27, step:732, totalValence:-286, surprise:0, bigValence:0, compositeCount:719
loop:447, bump:27, step:733, totalValence:-281, surprise:0, bigValence:0, compositeCount:719
loop:447, bump:27, step:734, totalValence:-282, surprise:0, bigValence:0, compositeCount:719
loop:447, bump:27, step:735, totalValence:-277, surprise:0, bigValence:5, compositeCount:719
loop:448, bump:27, step:736, totalValence:-278, surprise:0, bigValence:0, compositeCount:719
loop:448, bump:27, step:737, totalValence:-273, surprise:0, bigValence:4, compositeCount:719
loop:449, bump:27, step:738, totalValence:-274, surprise:0, bigValence:0, compositeCount:719
loop:449, bump:27, step:739, totalValence:-277, surprise:0, bigValence:0, compositeCount:719
loop:449, bump:27, step:740, totalValence:-272, surprise:0, bigValence:0, compositeCount:719
loop:449, bump:27, step:741, totalValence:-273, surprise:0, bigValence:0, compositeCount:719
loop:449, bump:27, step:742, totalValence:-268, surprise:0, bigValence:5, compositeCount:719
loop:450, bump:27, step:743, totalValence:-270, surprise:0, bigValence:-2, compositeCount:719
loop:451, bump:27, step:744, totalValence:-271, surprise:0, bigValence:0, compositeCount:719
loop:451, bump:27, step:745, totalValence:-274, surprise:0, bigValence:0, compositeCount:719
loop:451, bump:27, step:746, totalValence:-269, surprise:0, bigValence:0, compositeCount:719
loop:451, bump:27, step:747, totalValence:-271, surprise:0, bigValence:-1, compositeCount:719
loop:452, bump:27, step:748, totalValence:-274, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:749, totalValence:-275, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:750, totalValence:-270, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:751, totalValence:-271, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:752, totalValence:-274, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:753, totalValence:-269, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:754, totalValence:-270, surprise:0, bigValence:0, compositeCount:719
loop:452, bump:27, step:755, totalValence:-265, surprise:0, bigValence:6, compositeCount:719
loop:453, bump:27, step:756, totalValence:-267, surprise:0, bigValence:-2, compositeCount:719
loop:454, bump:27, step:757, totalValence:-268, surprise:0, bigValence:0, compositeCount:719
loop:454, bump:27, step:758, totalValence:-271, surprise:0, bigValence:0, compositeCount:719
loop:454, bump:27, step:759, totalValence:-266, surprise:0, bigValence:0, compositeCount:719
loop:454, bump:27, step:760, totalValence:-267, surprise:0, bigValence:0, compositeCount:719
loop:454, bump:27, step:761, totalValence:-262, surprise:0, bigValence:5, compositeCount:719
loop:455, bump:27, step:762, totalValence:-263, surprise:0, bigValence:0, compositeCount:719
loop:455, bump:27, step:763, totalValence:-258, surprise:0, bigValence:4, compositeCount:719
loop:456, bump:27, step:764, totalValence:-259, surprise:0, bigValence:0, compositeCount:719
loop:456, bump:27, step:765, totalValence:-262, surprise:0, bigValence:0, compositeCount:719
loop:456, bump:27, step:766, totalValence:-257, surprise:0, bigValence:0, compositeCount:719
loop:456, bump:27, step:767, totalValence:-258, surprise:0, bigValence:0, compositeCount:719
loop:456, bump:27, step:768, totalValence:-253, surprise:0, bigValence:5, compositeCount:719
loop:457, bump:27, step:769, totalValence:-254, surprise:0, bigValence:0, compositeCount:719
loop:457, bump:27, step:770, totalValence:-249, surprise:0, bigValence:4, compositeCount:719
loop:458, bump:27, step:771, totalValence:-250, surprise:0, bigValence:0, compositeCount:719
loop:458, bump:27, step:772, totalValence:-253, surprise:0, bigValence:0, compositeCount:719
loop:458, bump:27, step:773, totalValence:-248, surprise:0, bigValence:0, compositeCount:719
loop:458, bump:27, step:774, totalValence:-249, surprise:0, bigValence:0, compositeCount:719
loop:458, bump:27, step:775, totalValence:-244, surprise:0, bigValence:5, compositeCount:719
loop:459, bump:27, step:776, totalValence:-246, surprise:0, bigValence:-2, compositeCount:719
loop:460, bump:27, step:777, totalValence:-247, surprise:0, bigValence:0, compositeCount:719
loop:460, bump:27, step:778, totalValence:-250, surprise:0, bigValence:0, compositeCount:719
loop:460, bump:27, step:779, totalValence:-245, surprise:0, bigValence:0, compositeCount:719
loop:460, bump:27, step:780, totalValence:-247, surprise:0, bigValence:-1, compositeCount:719
loop:461, bump:27, step:781, totalValence:-250, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:782, totalValence:-251, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:783, totalValence:-246, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:784, totalValence:-247, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:785, totalValence:-250, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:786, totalValence:-245, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:787, totalValence:-246, surprise:0, bigValence:0, compositeCount:719
loop:461, bump:27, step:788, totalValence:-241, surprise:0, bigValence:6, compositeCount:719
loop:462, bump:27, step:789, totalValence:-243, surprise:7, bigValence:-2, compositeCount:719
loop:463, bump:27, step:790, totalValence:-244, surprise:0, bigValence:0, compositeCount:719
loop:463, bump:27, step:791, totalValence:-247, surprise:0, bigValence:0, compositeCount:719
loop:463, bump:27, step:792, totalValence:-242, surprise:0, bigValence:0, compositeCount:719
loop:463, bump:27, step:793, totalValence:-243, surprise:0, bigValence:0, compositeCount:719
loop:463, bump:27, step:794, totalValence:-238, surprise:0, bigValence:5, compositeCount:719
loop:464, bump:27, step:795, totalValence:-239, surprise:0, bigValence:0, compositeCount:719
loop:464, bump:27, step:796, totalValence:-234, surprise:0, bigValence:4, compositeCount:719
loop:465, bump:27, step:797, totalValence:-235, surprise:0, bigValence:0, compositeCount:719
loop:465, bump:27, step:798, totalValence:-238, surprise:0, bigValence:0, compositeCount:719
loop:465, bump:27, step:799, totalValence:-233, surprise:0, bigValence:0, compositeCount:719
loop:465, bump:27, step:800, totalValence:-234, surprise:0, bigValence:0, compositeCount:719
loop:465, bump:27, step:801, totalValence:-229, surprise:0, bigValence:5, compositeCount:719
loop:466, bump:27, step:802, totalValence:-230, surprise:0, bigValence:0, compositeCount:719
loop:466, bump:27, step:803, totalValence:-225, surprise:0, bigValence:4, compositeCount:719
loop:467, bump:27, step:804, totalValence:-226, surprise:0, bigValence:0, compositeCount:719
loop:467, bump:27, step:805, totalValence:-229, surprise:0, bigValence:0, compositeCount:719
loop:467, bump:27, step:806, totalValence:-224, surprise:0, bigValence:0, compositeCount:719
loop:467, bump:27, step:807, totalValence:-225, surprise:0, bigValence:0, compositeCount:719
loop:467, bump:27, step:808, totalValence:-220, surprise:0, bigValence:5, compositeCount:719
loop:468, bump:27, step:809, totalValence:-222, surprise:0, bigValence:-2, compositeCount:719
loop:469, bump:27, step:810, totalValence:-223, surprise:0, bigValence:0, compositeCount:719
loop:469, bump:27, step:811, totalValence:-226, surprise:0, bigValence:0, compositeCount:719
loop:469, bump:27, step:812, totalValence:-221, surprise:0, bigValence:0, compositeCount:719
loop:469, bump:27, step:813, totalValence:-223, surprise:0, bigValence:-1, compositeCount:719
loop:470, bump:27, step:814, totalValence:-226, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:815, totalValence:-227, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:816, totalValence:-222, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:817, totalValence:-223, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:818, totalValence:-226, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:819, totalValence:-221, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:820, totalValence:-222, surprise:0, bigValence:0, compositeCount:719
loop:470, bump:27, step:821, totalValence:-217, surprise:0, bigValence:6, compositeCount:719
loop:471, bump:27, step:822, totalValence:-219, surprise:6, bigValence:-2, compositeCount:719
loop:472, bump:27, step:823, totalValence:-220, surprise:0, bigValence:0, compositeCount:719
loop:472, bump:27, step:824, totalValence:-223, surprise:0, bigValence:0, compositeCount:719
loop:472, bump:27, step:825, totalValence:-218, surprise:0, bigValence:0, compositeCount:719
loop:472, bump:27, step:826, totalValence:-219, surprise:0, bigValence:0, compositeCount:719
loop:472, bump:27, step:827, totalValence:-214, surprise:0, bigValence:5, compositeCount:719
loop:473, bump:27, step:828, totalValence:-215, surprise:0, bigValence:0, compositeCount:719
loop:473, bump:27, step:829, totalValence:-210, surprise:0, bigValence:4, compositeCount:719
loop:474, bump:27, step:830, totalValence:-211, surprise:0, bigValence:0, compositeCount:719
loop:474, bump:27, step:831, totalValence:-214, surprise:0, bigValence:0, compositeCount:719
loop:474, bump:27, step:832, totalValence:-209, surprise:0, bigValence:0, compositeCount:719
loop:474, bump:27, step:833, totalValence:-210, surprise:0, bigValence:0, compositeCount:719
loop:474, bump:27, step:834, totalValence:-205, surprise:0, bigValence:5, compositeCount:719
loop:475, bump:27, step:835, totalValence:-206, surprise:0, bigValence:0, compositeCount:719
loop:475, bump:27, step:836, totalValence:-201, surprise:0, bigValence:4, compositeCount:719
loop:476, bump:27, step:837, totalValence:-202, surprise:0, bigValence:0, compositeCount:719
loop:476, bump:27, step:838, totalValence:-205, surprise:0, bigValence:0, compositeCount:719
loop:476, bump:27, step:839, totalValence:-200, surprise:0, bigValence:0, compositeCount:719
loop:476, bump:27, step:840, totalValence:-201, surprise:0, bigValence:0, compositeCount:719
loop:476, bump:27, step:841, totalValence:-196, surprise:0, bigValence:5, compositeCount:719
loop:477, bump:27, step:842, totalValence:-198, surprise:0, bigValence:-2, compositeCount:719
loop:478, bump:27, step:843, totalValence:-199, surprise:0, bigValence:0, compositeCount:719
loop:478, bump:27, step:844, totalValence:-202, surprise:0, bigValence:0, compositeCount:719
loop:478, bump:27, step:845, totalValence:-197, surprise:0, bigValence:0, compositeCount:719
loop:478, bump:27, step:846, totalValence:-199, surprise:0, bigValence:-1, compositeCount:719
loop:479, bump:27, step:847, totalValence:-202, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:848, totalValence:-203, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:849, totalValence:-198, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:850, totalValence:-199, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:851, totalValence:-202, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:852, totalValence:-197, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:853, totalValence:-198, surprise:0, bigValence:0, compositeCount:719
loop:479, bump:27, step:854, totalValence:-193, surprise:0, bigValence:6, compositeCount:719
loop:480, bump:27, step:855, totalValence:-195, surprise:5, bigValence:-2, compositeCount:719
loop:481, bump:27, step:856, totalValence:-196, surprise:0, bigValence:0, compositeCount:719
loop:481, bump:27, step:857, totalValence:-199, surprise:0, bigValence:0, compositeCount:719
loop:481, bump:27, step:858, totalValence:-194, surprise:0, bigValence:0, compositeCount:719
loop:481, bump:27, step:859, totalValence:-195, surprise:0, bigValence:0, compositeCount:719
loop:481, bump:27, step:860, totalValence:-190, surprise:0, bigValence:5, compositeCount:719
loop:482, bump:27, step:861, totalValence:-191, surprise:0, bigValence:0, compositeCount:719
loop:482, bump:27, step:862, totalValence:-186, surprise:0, bigValence:4, compositeCount:719
loop:483, bump:27, step:863, totalValence:-187, surprise:0, bigValence:0, compositeCount:719
loop:483, bump:27, step:864, totalValence:-190, surprise:0, bigValence:0, compositeCount:719
loop:483, bump:27, step:865, totalValence:-185, surprise:0, bigValence:0, compositeCount:719
loop:483, bump:27, step:866, totalValence:-186, surprise:0, bigValence:0, compositeCount:719
loop:483, bump:27, step:867, totalValence:-181, surprise:0, bigValence:5, compositeCount:719
loop:484, bump:27, step:868, totalValence:-182, surprise:0, bigValence:0, compositeCount:719
loop:484, bump:27, step:869, totalValence:-177, surprise:0, bigValence:4, compositeCount:719
loop:485, bump:27, step:870, totalValence:-178, surprise:0, bigValence:0, compositeCount:719
loop:485, bump:27, step:871, totalValence:-181, surprise:0, bigValence:0, compositeCount:719
loop:485, bump:27, step:872, totalValence:-176, surprise:0, bigValence:0, compositeCount:719
loop:485, bump:27, step:873, totalValence:-177, surprise:0, bigValence:0, compositeCount:719
loop:485, bump:27, step:874, totalValence:-172, surprise:0, bigValence:5, compositeCount:719
loop:486, bump:27, step:875, totalValence:-174, surprise:0, bigValence:-2, compositeCount:719
loop:487, bump:27, step:876, totalValence:-175, surprise:0, bigValence:0, compositeCount:719
loop:487, bump:27, step:877, totalValence:-178, surprise:0, bigValence:0, compositeCount:719
loop:487, bump:27, step:878, totalValence:-173, surprise:0, bigValence:0, compositeCount:719
loop:487, bump:27, step:879, totalValence:-175, surprise:0, bigValence:-1, compositeCount:719
loop:488, bump:27, step:880, totalValence:-178, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:881, totalValence:-179, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:882, totalValence:-174, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:883, totalValence:-175, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:884, totalValence:-178, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:885, totalValence:-173, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:886, totalValence:-174, surprise:0, bigValence:0, compositeCount:719
loop:488, bump:27, step:887, totalValence:-169, surprise:0, bigValence:6, compositeCount:719
loop:489, bump:27, step:888, totalValence:-171, surprise:4, bigValence:-2, compositeCount:719
loop:490, bump:27, step:889, totalValence:-172, surprise:0, bigValence:0, compositeCount:719
loop:490, bump:27, step:890, totalValence:-175, surprise:0, bigValence:0, compositeCount:719
