
	loop:1, bump:0, step:1, totalValence:-2, surprise:0, bigValence:-2, compositeCount:0
loop:531, bump:27, step:1123, totalValence:109, surprise:0, bigValence:0, compositeCount:725
loop:531, bump:27, step:1124, totalValence:114, surprise:0, bigValence:0, compositeCount:725
loop:531, bump:27, step:1125, totalValence:113, surprise:0, bigValence:0, compositeCount:725
loop:531, bump:27, step:1126, totalValence:110, surprise:0, bigValence:0, compositeCount:725
loop:531, bump:27, step:1127, totalValence:115, surprise:0, bigValence:0, compositeCount:725
loop:531, bump:27, step:1128, totalValence:114, surprise:0, bigValence:0, compositeCount:725
loop:531, bump:27, step:1129, totalValence:119, surprise:0, bigValence:9, compositeCount:725
loop:532, bump:27, step:1130, totalValence:118, surprise:0, bigValence:0, compositeCount:725
loop:532, bump:27, step:1131, totalValence:123, surprise:0, bigValence:0, compositeCount:725
loop:532, bump:27, step:1132, totalValence:122, surprise:0, bigValence:0, compositeCount:725
loop:532, bump:27, step:1133, totalValence:119, surprise:0, bigValence:0, compositeCount:725
loop:532, bump:27, step:1134, totalValence:124, surprise:0, bigValence:0, compositeCount:725
loop:532, bump:27, step:1135, totalValence:123, surprise:0, bigValence:0, compositeCount:725
loop:532, bump:27, step:1136, totalValence:128, surprise:0, bigValence:9, compositeCount:725
loop:533, bump:27, step:1137, totalValence:127, surprise:0, bigValence:0, compositeCount:725
loop:533, bump:27, step:1138, totalValence:132, surprise:0, bigValence:0, compositeCount:725
loop:533, bump:27, step:1139, totalValence:131, surprise:0, bigValence:0, compositeCount:725
loop:533, bump:27, step:1140, totalValence:128, surprise:0, bigValence:0, compositeCount:725
loop:533, bump:27, step:1141, totalValence:133, surprise:0, bigValence:0, compositeCount:725
loop:533, bump:27, step:1142, totalValence:132, surprise:0, bigValence:0, compositeCount:725
loop:533, bump:27, step:1143, totalValence:137, surprise:0, bigValence:9, compositeCount:725
loop:534, bump:27, step:1144, totalValence:136, surprise:0, bigValence:0, compositeCount:725
loop:534, bump:27, step:1145, totalValence:141, surprise:0, bigValence:0, compositeCount:725
loop:534, bump:27, step:1146, totalValence:140, surprise:0, bigValence:0, compositeCount:725
loop:534, bump:27, step:1147, totalValence:137, surprise:0, bigValence:0, compositeCount:725
loop:534, bump:27, step:1148, totalValence:142, surprise:0, bigValence:0, compositeCount:725
loop:534, bump:27, step:1149, totalValence:141, surprise:0, bigValence:0, compositeCount:725
loop:534, bump:27, step:1150, totalValence:146, surprise:0, bigValence:9, compositeCount:725
loop:535, bump:27, step:1151, totalValence:145, surprise:0, bigValence:0, compositeCount:725
loop:535, bump:27, step:1152, totalValence:150, surprise:0, bigValence:0, compositeCount:725
loop:535, bump:27, step:1153, totalValence:149, surprise:0, bigValence:0, compositeCount:725
loop:535, bump:27, step:1154, totalValence:146, surprise:0, bigValence:0, compositeCount:725
loop:535, bump:27, step:1155, totalValence:151, surprise:0, bigValence:0, compositeCount:725
loop:535, bump:27, step:1156, totalValence:150, surprise:0, bigValence:0, compositeCount:725
loop:535, bump:27, step:1157, totalValence:155, surprise:0, bigValence:9, compositeCount:725
loop:536, bump:27, step:1158, totalValence:154, surprise:0, bigValence:0, compositeCount:725
loop:536, bump:27, step:1159, totalValence:159, surprise:0, bigValence:0, compositeCount:725
loop:536, bump:27, step:1160, totalValence:158, surprise:0, bigValence:0, compositeCount:725
loop:536, bump:27, step:1161, totalValence:155, surprise:0, bigValence:0, compositeCount:725
loop:536, bump:27, step:1162, totalValence:160, surprise:0, bigValence:0, compositeCount:725
loop:536, bump:27, step:1163, totalValence:159, surprise:0, bigValence:0, compositeCount:725
loop:536, bump:27, step:1164, totalValence:164, surprise:0, bigValence:9, compositeCount:725
loop:537, bump:27, step:1165, totalValence:163, surprise:0, bigValence:0, compositeCount:725
loop:537, bump:27, step:1166, totalValence:168, surprise:0, bigValence:0, compositeCount:725
loop:537, bump:27, step:1167, totalValence:167, surprise:0, bigValence:0, compositeCount:725
loop:537, bump:27, step:1168, totalValence:164, surprise:0, bigValence:0, compositeCount:725
loop:537, bump:27, step:1169, totalValence:169, surprise:0, bigValence:0, compositeCount:725
loop:537, bump:27, step:1170, totalValence:168, surprise:0, bigValence:0, compositeCount:725
loop:537, bump:27, step:1171, totalValence:173, surprise:0, bigValence:9, compositeCount:725
loop:538, bump:27, step:1172, totalValence:172, surprise:0, bigValence:0, compositeCount:725
loop:538, bump:27, step:1173, totalValence:177, surprise:0, bigValence:0, compositeCount:725
loop:538, bump:27, step:1174, totalValence:176, surprise:0, bigValence:0, compositeCount:725
loop:538, bump:27, step:1175, totalValence:173, surprise:0, bigValence:0, compositeCount:725
loop:538, bump:27, step:1176, totalValence:178, surprise:0, bigValence:0, compositeCount:725
loop:538, bump:27, step:1177, totalValence:177, surprise:0, bigValence:0, compositeCount:725
loop:538, bump:27, step:1178, totalValence:182, surprise:0, bigValence:9, compositeCount:725
loop:539, bump:27, step:1179, totalValence:181, surprise:0, bigValence:0, compositeCount:725
loop:539, bump:27, step:1180, totalValence:186, surprise:0, bigValence:0, compositeCount:725
loop:539, bump:27, step:1181, totalValence:185, surprise:0, bigValence:0, compositeCount:725
loop:539, bump:27, step:1182, totalValence:182, surprise:0, bigValence:0, compositeCount:725
loop:539, bump:27, step:1183, totalValence:187, surprise:0, bigValence:0, compositeCount:725
loop:539, bump:27, step:1184, totalValence:186, surprise:0, bigValence:0, compositeCount:725
loop:539, bump:27, step:1185, totalValence:191, surprise:0, bigValence:9, compositeCount:725
loop:540, bump:27, step:1186, totalValence:190, surprise:0, bigValence:0, compositeCount:725
loop:540, bump:27, step:1187, totalValence:195, surprise:0, bigValence:0, compositeCount:725
loop:540, bump:27, step:1188, totalValence:194, surprise:0, bigValence:0, compositeCount:725
loop:540, bump:27, step:1189, totalValence:191, surprise:0, bigValence:0, compositeCount:725
loop:540, bump:27, step:1190, totalValence:196, surprise:0, bigValence:0, compositeCount:725
loop:540, bump:27, step:1191, totalValence:195, surprise:0, bigValence:0, compositeCount:725
loop:540, bump:27, step:1192, totalValence:200, surprise:0, bigValence:9, compositeCount:725
loop:541, bump:27, step:1193, totalValence:199, surprise:0, bigValence:0, compositeCount:725
loop:541, bump:27, step:1194, totalValence:204, surprise:0, bigValence:0, compositeCount:725
loop:541, bump:27, step:1195, totalValence:203, surprise:0, bigValence:0, compositeCount:725
loop:541, bump:27, step:1196, totalValence:200, surprise:0, bigValence:0, compositeCount:725
loop:541, bump:27, step:1197, totalValence:205, surprise:0, bigValence:0, compositeCount:725
loop:541, bump:27, step:1198, totalValence:204, surprise:0, bigValence:0, compositeCount:725
loop:541, bump:27, step:1199, totalValence:209, surprise:0, bigValence:9, compositeCount:725
loop:542, bump:27, step:1200, totalValence:208, surprise:0, bigValence:0, compositeCount:725
loop:542, bump:27, step:1201, totalValence:213, surprise:0, bigValence:0, compositeCount:725
loop:542, bump:27, step:1202, totalValence:212, surprise:0, bigValence:0, compositeCount:725
loop:542, bump:27, step:1203, totalValence:209, surprise:0, bigValence:0, compositeCount:725
loop:542, bump:27, step:1204, totalValence:214, surprise:0, bigValence:0, compositeCount:725
loop:542, bump:27, step:1205, totalValence:213, surprise:0, bigValence:0, compositeCount:725
loop:542, bump:27, step:1206, totalValence:218, surprise:0, bigValence:9, compositeCount:725
loop:543, bump:27, step:1207, totalValence:217, surprise:0, bigValence:0, compositeCount:725
loop:543, bump:27, step:1208, totalValence:222, surprise:0, bigValence:0, compositeCount:725
loop:543, bump:27, step:1209, totalValence:221, surprise:0, bigValence:0, compositeCount:725
loop:543, bump:27, step:1210, totalValence:218, surprise:0, bigValence:0, compositeCount:725
loop:543, bump:27, step:1211, totalValence:223, surprise:0, bigValence:0, compositeCount:725
loop:543, bump:27, step:1212, totalValence:222, surprise:0, bigValence:0, compositeCount:725
loop:543, bump:27, step:1213, totalValence:227, surprise:0, bigValence:9, compositeCount:725
loop:544, bump:27, step:1214, totalValence:226, surprise:0, bigValence:0, compositeCount:725
loop:544, bump:27, step:1215, totalValence:231, surprise:0, bigValence:0, compositeCount:725
loop:544, bump:27, step:1216, totalValence:230, surprise:0, bigValence:0, compositeCount:725
loop:544, bump:27, step:1217, totalValence:227, surprise:0, bigValence:0, compositeCount:725
loop:544, bump:27, step:1218, totalValence:232, surprise:0, bigValence:0, compositeCount:725
loop:544, bump:27, step:1219, totalValence:231, surprise:0, bigValence:0, compositeCount:725
loop:544, bump:27, step:1220, totalValence:236, surprise:0, bigValence:9, compositeCount:725
loop:545, bump:27, step:1221, totalValence:235, surprise:0, bigValence:0, compositeCount:725
loop:545, bump:27, step:1222, totalValence:240, surprise:0, bigValence:0, compositeCount:725
loop:545, bump:27, step:1223, totalValence:239, surprise:0, bigValence:0, compositeCount:725
loop:545, bump:27, step:1224, totalValence:236, surprise:0, bigValence:0, compositeCount:725
loop:545, bump:27, step:1225, totalValence:241, surprise:0, bigValence:0, compositeCount:725
loop:545, bump:27, step:1226, totalValence:240, surprise:0, bigValence:0, compositeCount:725
loop:545, bump:27, step:1227, totalValence:245, surprise:0, bigValence:9, compositeCount:725
loop:546, bump:27, step:1228, totalValence:244, surprise:0, bigValence:0, compositeCount:725
loop:546, bump:27, step:1229, totalValence:249, surprise:0, bigValence:0, compositeCount:725
loop:546, bump:27, step:1230, totalValence:248, surprise:0, bigValence:0, compositeCount:725
loop:546, bump:27, step:1231, totalValence:245, surprise:0, bigValence:0, compositeCount:725
loop:546, bump:27, step:1232, totalValence:250, surprise:0, bigValence:0, compositeCount:725
loop:546, bump:27, step:1233, totalValence:249, surprise:0, bigValence:0, compositeCount:725
loop:546, bump:27, step:1234, totalValence:254, surprise:0, bigValence:9, compositeCount:725
loop:547, bump:27, step:1235, totalValence:253, surprise:0, bigValence:0, compositeCount:725
loop:547, bump:27, step:1236, totalValence:258, surprise:0, bigValence:0, compositeCount:725
loop:547, bump:27, step:1237, totalValence:257, surprise:0, bigValence:0, compositeCount:725
loop:547, bump:27, step:1238, totalValence:254, surprise:0, bigValence:0, compositeCount:725
loop:547, bump:27, step:1239, totalValence:259, surprise:0, bigValence:0, compositeCount:725
loop:547, bump:27, step:1240, totalValence:258, surprise:0, bigValence:0, compositeCount:725
loop:547, bump:27, step:1241, totalValence:263, surprise:0, bigValence:9, compositeCount:725
loop:548, bump:27, step:1242, totalValence:262, surprise:0, bigValence:0, compositeCount:725
loop:548, bump:27, step:1243, totalValence:267, surprise:0, bigValence:0, compositeCount:725
loop:548, bump:27, step:1244, totalValence:266, surprise:0, bigValence:0, compositeCount:725
loop:548, bump:27, step:1245, totalValence:263, surprise:0, bigValence:0, compositeCount:725
loop:548, bump:27, step:1246, totalValence:268, surprise:0, bigValence:0, compositeCount:725
loop:548, bump:27, step:1247, totalValence:267, surprise:0, bigValence:0, compositeCount:725
loop:548, bump:27, step:1248, totalValence:272, surprise:0, bigValence:9, compositeCount:725
loop:549, bump:27, step:1249, totalValence:271, surprise:0, bigValence:0, compositeCount:725
loop:549, bump:27, step:1250, totalValence:276, surprise:0, bigValence:0, compositeCount:725
loop:549, bump:27, step:1251, totalValence:275, surprise:0, bigValence:0, compositeCount:725
loop:549, bump:27, step:1252, totalValence:272, surprise:0, bigValence:0, compositeCount:725
loop:549, bump:27, step:1253, totalValence:277, surprise:0, bigValence:0, compositeCount:725
loop:549, bump:27, step:1254, totalValence:276, surprise:0, bigValence:0, compositeCount:725
loop:549, bump:27, step:1255, totalValence:281, surprise:0, bigValence:9, compositeCount:725
loop:550, bump:27, step:1256, totalValence:280, surprise:0, bigValence:0, compositeCount:725
loop:550, bump:27, step:1257, totalValence:285, surprise:0, bigValence:0, compositeCount:725
loop:550, bump:27, step:1258, totalValence:284, surprise:0, bigValence:0, compositeCount:725
loop:550, bump:27, step:1259, totalValence:281, surprise:0, bigValence:0, compositeCount:725
loop:550, bump:27, step:1260, totalValence:286, surprise:0, bigValence:0, compositeCount:725
loop:550, bump:27, step:1261, totalValence:285, surprise:0, bigValence:0, compositeCount:725
loop:550, bump:27, step:1262, totalValence:290, surprise:0, bigValence:9, compositeCount:725
loop:551, bump:27, step:1263, totalValence:289, surprise:0, bigValence:0, compositeCount:725
loop:551, bump:27, step:1264, totalValence:294, surprise:0, bigValence:0, compositeCount:725
loop:551, bump:27, step:1265, totalValence:293, surprise:0, bigValence:0, compositeCount:725
loop:551, bump:27, step:1266, totalValence:290, surprise:0, bigValence:0, compositeCount:725
loop:551, bump:27, step:1267, totalValence:295, surprise:0, bigValence:0, compositeCount:725
loop:551, bump:27, step:1268, totalValence:294, surprise:0, bigValence:0, compositeCount:725
loop:551, bump:27, step:1269, totalValence:299, surprise:0, bigValence:9, compositeCount:725
loop:552, bump:27, step:1270, totalValence:298, surprise:0, bigValence:0, compositeCount:725
loop:552, bump:27, step:1271, totalValence:303, surprise:0, bigValence:0, compositeCount:725
loop:552, bump:27, step:1272, totalValence:302, surprise:0, bigValence:0, compositeCount:725
loop:552, bump:27, step:1273, totalValence:299, surprise:0, bigValence:0, compositeCount:725
loop:552, bump:27, step:1274, totalValence:304, surprise:0, bigValence:0, compositeCount:725
loop:552, bump:27, step:1275, totalValence:303, surprise:0, bigValence:0, compositeCount:725
loop:552, bump:27, step:1276, totalValence:308, surprise:0, bigValence:9, compositeCount:725
loop:553, bump:27, step:1277, totalValence:307, surprise:0, bigValence:0, compositeCount:725
loop:553, bump:27, step:1278, totalValence:312, surprise:0, bigValence:0, compositeCount:725
loop:553, bump:27, step:1279, totalValence:311, surprise:0, bigValence:0, compositeCount:725
loop:553, bump:27, step:1280, totalValence:308, surprise:0, bigValence:0, compositeCount:725
loop:553, bump:27, step:1281, totalValence:313, surprise:0, bigValence:0, compositeCount:725
loop:553, bump:27, step:1282, totalValence:312, surprise:0, bigValence:0, compositeCount:725
loop:553, bump:27, step:1283, totalValence:317, surprise:0, bigValence:9, compositeCount:725
loop:554, bump:27, step:1284, totalValence:316, surprise:0, bigValence:0, compositeCount:725
loop:554, bump:27, step:1285, totalValence:321, surprise:0, bigValence:0, compositeCount:725
loop:554, bump:27, step:1286, totalValence:320, surprise:0, bigValence:0, compositeCount:725
loop:554, bump:27, step:1287, totalValence:317, surprise:0, bigValence:0, compositeCount:725
loop:554, bump:27, step:1288, totalValence:322, surprise:0, bigValence:0, compositeCount:725
loop:554, bump:27, step:1289, totalValence:321, surprise:0, bigValence:0, compositeCount:725
loop:554, bump:27, step:1290, totalValence:326, surprise:0, bigValence:9, compositeCount:725
loop:555, bump:27, step:1291, totalValence:325, surprise:0, bigValence:0, compositeCount:725
loop:555, bump:27, step:1292, totalValence:330, surprise:0, bigValence:0, compositeCount:725
loop:555, bump:27, step:1293, totalValence:329, surprise:0, bigValence:0, compositeCount:725
loop:555, bump:27, step:1294, totalValence:326, surprise:0, bigValence:0, compositeCount:725
loop:555, bump:27, step:1295, totalValence:331, surprise:0, bigValence:0, compositeCount:725
loop:555, bump:27, step:1296, totalValence:330, surprise:0, bigValence:0, compositeCount:725
loop:555, bump:27, step:1297, totalValence:335, surprise:0, bigValence:9, compositeCount:725
loop:556, bump:27, step:1298, totalValence:334, surprise:0, bigValence:0, compositeCount:725
loop:556, bump:27, step:1299, totalValence:339, surprise:0, bigValence:0, compositeCount:725
loop:556, bump:27, step:1300, totalValence:338, surprise:0, bigValence:0, compositeCount:725
loop:556, bump:27, step:1301, totalValence:335, surprise:0, bigValence:0, compositeCount:725
loop:556, bump:27, step:1302, totalValence:340, surprise:0, bigValence:0, compositeCount:725
loop:556, bump:27, step:1303, totalValence:339, surprise:0, bigValence:0, compositeCount:725
loop:556, bump:27, step:1304, totalValence:344, surprise:0, bigValence:9, compositeCount:725
loop:557, bump:27, step:1305, totalValence:343, surprise:0, bigValence:0, compositeCount:725
loop:557, bump:27, step:1306, totalValence:348, surprise:0, bigValence:0, compositeCount:725
loop:557, bump:27, step:1307, totalValence:347, surprise:0, bigValence:0, compositeCount:725
loop:557, bump:27, step:1308, totalValence:344, surprise:0, bigValence:0, compositeCount:725
loop:557, bump:27, step:1309, totalValence:349, surprise:0, bigValence:0, compositeCount:725
loop:557, bump:27, step:1310, totalValence:348, surprise:0, bigValence:0, compositeCount:725
loop:557, bump:27, step:1311, totalValence:353, surprise:0, bigValence:9, compositeCount:725
loop:558, bump:27, step:1312, totalValence:352, surprise:0, bigValence:0, compositeCount:725
loop:558, bump:27, step:1313, totalValence:357, surprise:0, bigValence:0, compositeCount:725
loop:558, bump:27, step:1314, totalValence:356, surprise:0, bigValence:0, compositeCount:725
loop:558, bump:27, step:1315, totalValence:353, surprise:0, bigValence:0, compositeCount:725
loop:558, bump:27, step:1316, totalValence:358, surprise:0, bigValence:0, compositeCount:725
loop:558, bump:27, step:1317, totalValence:357, surprise:0, bigValence:0, compositeCount:725
loop:558, bump:27, step:1318, totalValence:362, surprise:0, bigValence:9, compositeCount:725
loop:559, bump:27, step:1319, totalValence:361, surprise:0, bigValence:0, compositeCount:725
loop:559, bump:27, step:1320, totalValence:366, surprise:0, bigValence:0, compositeCount:725
loop:559, bump:27, step:1321, totalValence:365, surprise:0, bigValence:0, compositeCount:725
loop:559, bump:27, step:1322, totalValence:362, surprise:0, bigValence:0, compositeCount:725
loop:559, bump:27, step:1323, totalValence:367, surprise:0, bigValence:0, compositeCount:725
loop:559, bump:27, step:1324, totalValence:366, surprise:0, bigValence:0, compositeCount:725
loop:559, bump:27, step:1325, totalValence:371, surprise:0, bigValence:9, compositeCount:725
loop:560, bump:27, step:1326, totalValence:370, surprise:0, bigValence:0, compositeCount:725
loop:560, bump:27, step:1327, totalValence:375, surprise:0, bigValence:0, compositeCount:725
loop:560, bump:27, step:1328, totalValence:374, surprise:0, bigValence:0, compositeCount:725
loop:560, bump:27, step:1329, totalValence:371, surprise:0, bigValence:0, compositeCount:725
loop:560, bump:27, step:1330, totalValence:376, surprise:0, bigValence:0, compositeCount:725
loop:560, bump:27, step:1331, totalValence:375, surprise:0, bigValence:0, compositeCount:725
loop:560, bump:27, step:1332, totalValence:380, surprise:0, bigValence:9, compositeCount:725
loop:561, bump:27, step:1333, totalValence:379, surprise:0, bigValence:0, compositeCount:725
loop:561, bump:27, step:1334, totalValence:384, surprise:0, bigValence:0, compositeCount:725
loop:561, bump:27, step:1335, totalValence:383, surprise:0, bigValence:0, compositeCount:725
loop:561, bump:27, step:1336, totalValence:380, surprise:0, bigValence:0, compositeCount:725
loop:561, bump:27, step:1337, totalValence:385, surprise:0, bigValence:0, compositeCount:725
loop:561, bump:27, step:1338, totalValence:384, surprise:0, bigValence:0, compositeCount:725
loop:561, bump:27, step:1339, totalValence:389, surprise:0, bigValence:9, compositeCount:725
loop:562, bump:27, step:1340, totalValence:388, surprise:0, bigValence:0, compositeCount:725
loop:562, bump:27, step:1341, totalValence:393, surprise:0, bigValence:0, compositeCount:725
loop:562, bump:27, step:1342, totalValence:392, surprise:0, bigValence:0, compositeCount:725
loop:562, bump:27, step:1343, totalValence:389, surprise:0, bigValence:0, compositeCount:725
loop:562, bump:27, step:1344, totalValence:394, surprise:0, bigValence:0, compositeCount:725
loop:562, bump:27, step:1345, totalValence:393, surprise:0, bigValence:0, compositeCount:725
loop:562, bump:27, step:1346, totalValence:398, surprise:0, bigValence:9, compositeCount:725
loop:563, bump:27, step:1347, totalValence:397, surprise:0, bigValence:0, compositeCount:725
loop:563, bump:27, step:1348, totalValence:402, surprise:0, bigValence:0, compositeCount:725
loop:563, bump:27, step:1349, totalValence:401, surprise:0, bigValence:0, compositeCount:725
loop:563, bump:27, step:1350, totalValence:398, surprise:0, bigValence:0, compositeCount:725
loop:563, bump:27, step:1351, totalValence:403, surprise:0, bigValence:0, compositeCount:725
loop:563, bump:27, step:1352, totalValence:402, surprise:0, bigValence:0, compositeCount:725
loop:563, bump:27, step:1353, totalValence:407, surprise:0, bigValence:9, compositeCount:725
loop:564, bump:27, step:1354, totalValence:406, surprise:0, bigValence:0, compositeCount:725
loop:564, bump:27, step:1355, totalValence:411, surprise:0, bigValence:0, compositeCount:725
loop:564, bump:27, step:1356, totalValence:410, surprise:0, bigValence:0, compositeCount:725
loop:564, bump:27, step:1357, totalValence:407, surprise:0, bigValence:0, compositeCount:725
loop:564, bump:27, step:1358, totalValence:412, surprise:0, bigValence:0, compositeCount:725
loop:564, bump:27, step:1359, totalValence:411, surprise:0, bigValence:0, compositeCount:725
loop:564, bump:27, step:1360, totalValence:416, surprise:0, bigValence:9, compositeCount:725
loop:565, bump:27, step:1361, totalValence:415, surprise:0, bigValence:0, compositeCount:725
loop:565, bump:27, step:1362, totalValence:420, surprise:0, bigValence:0, compositeCount:725
loop:565, bump:27, step:1363, totalValence:419, surprise:0, bigValence:0, compositeCount:725
loop:565, bump:27, step:1364, totalValence:416, surprise:0, bigValence:0, compositeCount:725
loop:565, bump:27, step:1365, totalValence:421, surprise:0, bigValence:0, compositeCount:725
loop:565, bump:27, step:1366, totalValence:420, surprise:0, bigValence:0, compositeCount:725
loop:565, bump:27, step:1367, totalValence:425, surprise:0, bigValence:9, compositeCount:725
loop:566, bump:27, step:1368, totalValence:424, surprise:0, bigValence:0, compositeCount:725
loop:566, bump:27, step:1369, totalValence:429, surprise:0, bigValence:0, compositeCount:725
loop:566, bump:27, step:1370, totalValence:428, surprise:0, bigValence:0, compositeCount:725
loop:566, bump:27, step:1371, totalValence:425, surprise:0, bigValence:0, compositeCount:725
loop:566, bump:27, step:1372, totalValence:430, surprise:0, bigValence:0, compositeCount:725
loop:566, bump:27, step:1373, totalValence:429, surprise:0, bigValence:0, compositeCount:725
loop:566, bump:27, step:1374, totalValence:434, surprise:0, bigValence:9, compositeCount:725
loop:567, bump:27, step:1375, totalValence:433, surprise:0, bigValence:0, compositeCount:725
loop:567, bump:27, step:1376, totalValence:438, surprise:0, bigValence:0, compositeCount:725
loop:567, bump:27, step:1377, totalValence:437, surprise:0, bigValence:0, compositeCount:725
loop:567, bump:27, step:1378, totalValence:434, surprise:0, bigValence:0, compositeCount:725
loop:567, bump:27, step:1379, totalValence:439, surprise:0, bigValence:0, compositeCount:725
loop:567, bump:27, step:1380, totalValence:438, surprise:0, bigValence:0, compositeCount:725
loop:567, bump:27, step:1381, totalValence:443, surprise:0, bigValence:9, compositeCount:725
loop:568, bump:27, step:1382, totalValence:442, surprise:0, bigValence:0, compositeCount:725
loop:568, bump:27, step:1383, totalValence:447, surprise:0, bigValence:0, compositeCount:725
loop:568, bump:27, step:1384, totalValence:446, surprise:0, bigValence:0, compositeCount:725
loop:568, bump:27, step:1385, totalValence:443, surprise:0, bigValence:0, compositeCount:725
loop:568, bump:27, step:1386, totalValence:448, surprise:0, bigValence:0, compositeCount:725
loop:568, bump:27, step:1387, totalValence:447, surprise:0, bigValence:0, compositeCount:725
loop:568, bump:27, step:1388, totalValence:452, surprise:0, bigValence:9, compositeCount:725
loop:569, bump:27, step:1389, totalValence:451, surprise:0, bigValence:0, compositeCount:725
loop:569, bump:27, step:1390, totalValence:456, surprise:0, bigValence:0, compositeCount:725
loop:569, bump:27, step:1391, totalValence:455, surprise:0, bigValence:0, compositeCount:725
loop:569, bump:27, step:1392, totalValence:452, surprise:0, bigValence:0, compositeCount:725
loop:569, bump:27, step:1393, totalValence:457, surprise:0, bigValence:0, compositeCount:725
loop:569, bump:27, step:1394, totalValence:456, surprise:0, bigValence:0, compositeCount:725
loop:569, bump:27, step:1395, totalValence:461, surprise:0, bigValence:9, compositeCount:725
loop:570, bump:27, step:1396, totalValence:460, surprise:0, bigValence:0, compositeCount:725
loop:570, bump:27, step:1397, totalValence:465, surprise:0, bigValence:0, compositeCount:725
loop:570, bump:27, step:1398, totalValence:464, surprise:0, bigValence:0, compositeCount:725
loop:570, bump:27, step:1399, totalValence:461, surprise:0, bigValence:0, compositeCount:725
loop:570, bump:27, step:1400, totalValence:466, surprise:0, bigValence:0, compositeCount:725
loop:570, bump:27, step:1401, totalValence:465, surprise:0, bigValence:0, compositeCount:725
loop:570, bump:27, step:1402, totalValence:470, surprise:0, bigValence:9, compositeCount:725
loop:571, bump:27, step:1403, totalValence:469, surprise:0, bigValence:0, compositeCount:725
loop:571, bump:27, step:1404, totalValence:474, surprise:0, bigValence:0, compositeCount:725
loop:571, bump:27, step:1405, totalValence:473, surprise:0, bigValence:0, compositeCount:725
loop:571, bump:27, step:1406, totalValence:470, surprise:0, bigValence:0, compositeCount:725
loop:571, bump:27, step:1407, totalValence:475, surprise:0, bigValence:0, compositeCount:725
loop:571, bump:27, step:1408, totalValence:474, surprise:0, bigValence:0, compositeCount:725
loop:571, bump:27, step:1409, totalValence:479, surprise:0, bigValence:9, compositeCount:725
loop:572, bump:27, step:1410, totalValence:478, surprise:0, bigValence:0, compositeCount:725
loop:572, bump:27, step:1411, totalValence:483, surprise:0, bigValence:0, compositeCount:725
loop:572, bump:27, step:1412, totalValence:482, surprise:0, bigValence:0, compositeCount:725
loop:572, bump:27, step:1413, totalValence:479, surprise:0, bigValence:0, compositeCount:725
loop:572, bump:27, step:1414, totalValence:484, surprise:0, bigValence:0, compositeCount:725
loop:572, bump:27, step:1415, totalValence:483, surprise:0, bigValence:0, compositeCount:725
loop:572, bump:27, step:1416, totalValence:488, surprise:0, bigValence:9, compositeCount:725
loop:573, bump:27, step:1417, totalValence:487, surprise:0, bigValence:0, compositeCount:725
loop:573, bump:27, step:1418, totalValence:492, surprise:0, bigValence:0, compositeCount:725
loop:573, bump:27, step:1419, totalValence:491, surprise:0, bigValence:0, compositeCount:725
loop:573, bump:27, step:1420, totalValence:488, surprise:0, bigValence:0, compositeCount:725
loop:573, bump:27, step:1421, totalValence:493, surprise:0, bigValence:0, compositeCount:725
loop:573, bump:27, step:1422, totalValence:492, surprise:0, bigValence:0, compositeCount:725
loop:573, bump:27, step:1423, totalValence:497, surprise:0, bigValence:9, compositeCount:725
loop:574, bump:27, step:1424, totalValence:496, surprise:0, bigValence:0, compositeCount:725
loop:574, bump:27, step:1425, totalValence:501, surprise:0, bigValence:0, compositeCount:725
loop:574, bump:27, step:1426, totalValence:500, surprise:0, bigValence:0, compositeCount:725
loop:574, bump:27, step:1427, totalValence:497, surprise:0, bigValence:0, compositeCount:725
loop:574, bump:27, step:1428, totalValence:502, surprise:0, bigValence:0, compositeCount:725
loop:574, bump:27, step:1429, totalValence:501, surprise:0, bigValence:0, compositeCount:725
loop:574, bump:27, step:1430, totalValence:506, surprise:0, bigValence:9, compositeCount:725
loop:575, bump:27, step:1431, totalValence:505, surprise:0, bigValence:0, compositeCount:725
loop:575, bump:27, step:1432, totalValence:510, surprise:0, bigValence:0, compositeCount:725
loop:575, bump:27, step:1433, totalValence:509, surprise:0, bigValence:0, compositeCount:725
loop:575, bump:27, step:1434, totalValence:506, surprise:0, bigValence:0, compositeCount:725
loop:575, bump:27, step:1435, totalValence:511, surprise:0, bigValence:0, compositeCount:725
loop:575, bump:27, step:1436, totalValence:510, surprise:0, bigValence:0, compositeCount:725
loop:575, bump:27, step:1437, totalValence:515, surprise:0, bigValence:9, compositeCount:725
loop:576, bump:27, step:1438, totalValence:514, surprise:0, bigValence:0, compositeCount:725
loop:576, bump:27, step:1439, totalValence:519, surprise:0, bigValence:0, compositeCount:725
loop:576, bump:27, step:1440, totalValence:518, surprise:0, bigValence:0, compositeCount:725
loop:576, bump:27, step:1441, totalValence:515, surprise:0, bigValence:0, compositeCount:725
loop:576, bump:27, step:1442, totalValence:520, surprise:0, bigValence:0, compositeCount:725
loop:576, bump:27, step:1443, totalValence:519, surprise:0, bigValence:0, compositeCount:725
loop:576, bump:27, step:1444, totalValence:524, surprise:0, bigValence:9, compositeCount:725
loop:577, bump:27, step:1445, totalValence:523, surprise:0, bigValence:0, compositeCount:725
loop:577, bump:27, step:1446, totalValence:528, surprise:0, bigValence:0, compositeCount:725
